individual,population
admixed_126866,admixed
admixed_126867,admixed
admixed_126869,admixed
admixed_126873,admixed
admixed_126874,admixed
admixed_126885,admixed
admixed_126898,admixed
admixed_126905,admixed
admixed_126909,admixed
admixed_126910,admixed
admixed_126919,admixed
admixed_126924,admixed
admixed_126936,admixed
admixed_126941,admixed
admixed_126946,admixed
admixed_126958,admixed
admixed_126974,admixed
admixed_126976,admixed
admixed_126985,admixed
admixed_127004,admixed
admixed_127005,admixed
admixed_127014,admixed
admixed_127015,admixed
admixed_127022,admixed
admixed_127033,admixed
admixed_127039,admixed
admixed_127045,admixed
admixed_127047,admixed
admixed_127049,admixed
admixed_127050,admixed
admixed_127055,admixed
admixed_127057,admixed
admixed_127080,admixed
admixed_127081,admixed
admixed_127087,admixed
admixed_127088,admixed
admixed_127091,admixed
admixed_127093,admixed
admixed_127094,admixed
admixed_127097,admixed
admixed_127098,admixed
admixed_127108,admixed
admixed_127112,admixed
admixed_127115,admixed
admixed_127117,admixed
admixed_127121,admixed
admixed_127123,admixed
admixed_127124,admixed
admixed_127125,admixed
admixed_127128,admixed
admixed_127130,admixed
admixed_127131,admixed
admixed_127132,admixed
admixed_127137,admixed
admixed_127138,admixed
admixed_127140,admixed
admixed_127144,admixed
admixed_127149,admixed
admixed_127155,admixed
admixed_127158,admixed
admixed_127161,admixed
admixed_127171,admixed
admixed_127174,admixed
admixed_127175,admixed
admixed_127181,admixed
admixed_127182,admixed
admixed_127186,admixed
admixed_127187,admixed
admixed_127194,admixed
admixed_127197,admixed
admixed_127198,admixed
admixed_127202,admixed
admixed_127204,admixed
admixed_127210,admixed
admixed_127212,admixed
admixed_127216,admixed
admixed_127217,admixed
admixed_127220,admixed
admixed_127231,admixed
admixed_127232,admixed
admixed_127248,admixed
admixed_127250,admixed
admixed_127253,admixed
admixed_127256,admixed
admixed_127258,admixed
admixed_127265,admixed
admixed_127286,admixed
admixed_127299,admixed
admixed_127308,admixed
admixed_127310,admixed
admixed_127317,admixed
admixed_127319,admixed
admixed_127336,admixed
admixed_127339,admixed
admixed_127360,admixed
admixed_127365,admixed
admixed_127370,admixed
admixed_127371,admixed
admixed_127384,admixed
admixed_127386,admixed
admixed_127389,admixed
admixed_127407,admixed
admixed_127418,admixed
admixed_127428,admixed
admixed_127430,admixed
admixed_127435,admixed
admixed_127437,admixed
admixed_127442,admixed
admixed_127446,admixed
admixed_127454,admixed
admixed_127456,admixed
admixed_127467,admixed
admixed_127468,admixed
admixed_127480,admixed
admixed_127485,admixed
admixed_127486,admixed
admixed_127488,admixed
admixed_127493,admixed
admixed_127494,admixed
admixed_127499,admixed
admixed_127503,admixed
admixed_127509,admixed
admixed_127516,admixed
admixed_127538,admixed
admixed_127544,admixed
admixed_127547,admixed
admixed_127550,admixed
admixed_127553,admixed
admixed_127554,admixed
admixed_127557,admixed
admixed_127558,admixed
admixed_127566,admixed
admixed_127572,admixed
admixed_127591,admixed
admixed_127598,admixed
admixed_127599,admixed
admixed_127602,admixed
admixed_127606,admixed
admixed_127607,admixed
admixed_127611,admixed
admixed_127624,admixed
admixed_127634,admixed
admixed_127642,admixed
admixed_127645,admixed
admixed_127647,admixed
admixed_127655,admixed
admixed_127666,admixed
admixed_127667,admixed
admixed_127674,admixed
admixed_127681,admixed
admixed_127693,admixed
admixed_127697,admixed
admixed_127708,admixed
admixed_127716,admixed
admixed_127717,admixed
admixed_127719,admixed
admixed_127735,admixed
admixed_127738,admixed
admixed_127739,admixed
admixed_127747,admixed
admixed_127748,admixed
admixed_127758,admixed
admixed_127766,admixed
admixed_127770,admixed
admixed_127772,admixed
admixed_127778,admixed
admixed_127780,admixed
admixed_127793,admixed
admixed_127809,admixed
admixed_127816,admixed
admixed_127817,admixed
admixed_127823,admixed
admixed_127828,admixed
admixed_127835,admixed
admixed_127848,admixed
admixed_127858,admixed
admixed_127875,admixed
admixed_127888,admixed
admixed_127911,admixed
admixed_127924,admixed
admixed_127926,admixed
admixed_127928,admixed
admixed_127935,admixed
admixed_127937,admixed
admixed_127939,admixed
admixed_127947,admixed
admixed_127949,admixed
admixed_127950,admixed
admixed_127955,admixed
admixed_127964,admixed
admixed_127973,admixed
admixed_127978,admixed
admixed_127987,admixed
admixed_127999,admixed
admixed_128001,admixed
admixed_128003,admixed
admixed_128004,admixed
admixed_128009,admixed
admixed_128011,admixed
admixed_128016,admixed
admixed_128022,admixed
admixed_128026,admixed
admixed_128032,admixed
admixed_128033,admixed
admixed_128036,admixed
admixed_128044,admixed
admixed_128051,admixed
admixed_128052,admixed
admixed_128058,admixed
admixed_128062,admixed
admixed_128068,admixed
admixed_128073,admixed
admixed_128076,admixed
admixed_128078,admixed
admixed_128093,admixed
admixed_128097,admixed
admixed_128103,admixed
admixed_128108,admixed
admixed_128119,admixed
admixed_128128,admixed
admixed_128134,admixed
admixed_128145,admixed
admixed_128154,admixed
admixed_128161,admixed
admixed_128175,admixed
admixed_128179,admixed
admixed_128182,admixed
admixed_128183,admixed
admixed_128184,admixed
admixed_128192,admixed
admixed_128196,admixed
admixed_128201,admixed
admixed_128210,admixed
admixed_128215,admixed
admixed_128219,admixed
admixed_128225,admixed
admixed_128244,admixed
admixed_128253,admixed
admixed_128255,admixed
admixed_128256,admixed
admixed_128257,admixed
admixed_128261,admixed
admixed_128263,admixed
admixed_128273,admixed
admixed_128283,admixed
admixed_128285,admixed
admixed_128286,admixed
admixed_128291,admixed
admixed_128296,admixed
admixed_128302,admixed
admixed_128314,admixed
admixed_128315,admixed
admixed_128317,admixed
admixed_128321,admixed
admixed_128324,admixed
admixed_128329,admixed
admixed_128341,admixed
admixed_128351,admixed
admixed_128364,admixed
admixed_128365,admixed
admixed_128371,admixed
admixed_128372,admixed
admixed_128383,admixed
admixed_128385,admixed
admixed_128388,admixed
admixed_128389,admixed
admixed_128391,admixed
admixed_128392,admixed
admixed_128393,admixed
admixed_128394,admixed
admixed_128407,admixed
admixed_128413,admixed
admixed_128434,admixed
admixed_128435,admixed
admixed_128440,admixed
admixed_128442,admixed
admixed_128445,admixed
admixed_128446,admixed
admixed_128449,admixed
admixed_128457,admixed
admixed_128461,admixed
admixed_128476,admixed
admixed_128477,admixed
admixed_128483,admixed
admixed_128484,admixed
admixed_128499,admixed
admixed_128522,admixed
admixed_128537,admixed
admixed_128540,admixed
admixed_128551,admixed
admixed_128566,admixed
admixed_128576,admixed
admixed_128577,admixed
admixed_128600,admixed
admixed_128601,admixed
admixed_128602,admixed
admixed_128621,admixed
admixed_128623,admixed
admixed_128624,admixed
admixed_128632,admixed
admixed_128637,admixed
admixed_128641,admixed
admixed_128643,admixed
admixed_128652,admixed
admixed_128654,admixed
admixed_128662,admixed
admixed_128666,admixed
admixed_128674,admixed
admixed_128689,admixed
admixed_128698,admixed
admixed_128703,admixed
admixed_128713,admixed
admixed_128719,admixed
admixed_128741,admixed
admixed_128754,admixed
admixed_128759,admixed
admixed_128760,admixed
admixed_128764,admixed
admixed_128778,admixed
admixed_128784,admixed
admixed_128787,admixed
admixed_128790,admixed
admixed_128798,admixed
admixed_128804,admixed
admixed_128808,admixed
admixed_128825,admixed
admixed_128827,admixed
admixed_128831,admixed
admixed_128832,admixed
admixed_128833,admixed
admixed_128853,admixed
admixed_128860,admixed
admixed_128865,admixed
admixed_128885,admixed
admixed_128889,admixed
admixed_128892,admixed
admixed_128893,admixed
admixed_128906,admixed
admixed_128911,admixed
admixed_128914,admixed
admixed_128915,admixed
admixed_128921,admixed
admixed_128929,admixed
admixed_128935,admixed
admixed_128937,admixed
admixed_128939,admixed
admixed_128946,admixed
admixed_128947,admixed
admixed_128951,admixed
admixed_128953,admixed
admixed_128957,admixed
admixed_128965,admixed
admixed_128967,admixed
admixed_128976,admixed
admixed_128977,admixed
admixed_128978,admixed
admixed_128984,admixed
admixed_128990,admixed
admixed_128991,admixed
admixed_128992,admixed
admixed_128997,admixed
admixed_129007,admixed
admixed_129010,admixed
admixed_129018,admixed
admixed_129030,admixed
admixed_129037,admixed
admixed_129039,admixed
admixed_129085,admixed
admixed_129109,admixed
admixed_129112,admixed
admixed_129139,admixed
admixed_129141,admixed
admixed_129152,admixed
admixed_129157,admixed
admixed_129160,admixed
admixed_129175,admixed
admixed_129178,admixed
admixed_129187,admixed
admixed_129197,admixed
admixed_129203,admixed
admixed_129215,admixed
admixed_129226,admixed
admixed_129227,admixed
admixed_129241,admixed
admixed_129244,admixed
admixed_129250,admixed
admixed_129256,admixed
admixed_129257,admixed
admixed_129260,admixed
admixed_129263,admixed
admixed_129271,admixed
admixed_129273,admixed
admixed_129276,admixed
admixed_129288,admixed
admixed_129291,admixed
admixed_129308,admixed
admixed_129309,admixed
admixed_129311,admixed
admixed_129314,admixed
admixed_129316,admixed
admixed_129320,admixed
admixed_129322,admixed
admixed_129323,admixed
admixed_129328,admixed
admixed_129332,admixed
admixed_129333,admixed
admixed_129334,admixed
admixed_129337,admixed
admixed_129343,admixed
admixed_129345,admixed
admixed_129360,admixed
admixed_129361,admixed
admixed_129370,admixed
admixed_129376,admixed
admixed_129378,admixed
admixed_129384,admixed
admixed_129385,admixed
admixed_129392,admixed
admixed_129398,admixed
admixed_129406,admixed
admixed_129420,admixed
admixed_129426,admixed
admixed_129430,admixed
admixed_129434,admixed
admixed_129436,admixed
admixed_129439,admixed
admixed_129459,admixed
admixed_129461,admixed
admixed_129467,admixed
admixed_129472,admixed
admixed_129473,admixed
admixed_129478,admixed
admixed_129483,admixed
admixed_129494,admixed
admixed_129524,admixed
admixed_129527,admixed
admixed_129529,admixed
admixed_129533,admixed
admixed_129555,admixed
admixed_129558,admixed
admixed_129561,admixed
admixed_129563,admixed
admixed_129564,admixed
admixed_129567,admixed
admixed_129574,admixed
admixed_129584,admixed
admixed_129594,admixed
admixed_129598,admixed
admixed_129599,admixed
admixed_129614,admixed
admixed_129622,admixed
admixed_129623,admixed
admixed_129630,admixed
admixed_129647,admixed
admixed_129665,admixed
admixed_129669,admixed
admixed_129684,admixed
admixed_129686,admixed
admixed_129689,admixed
admixed_129695,admixed
admixed_129697,admixed
admixed_129700,admixed
admixed_129701,admixed
admixed_129703,admixed
admixed_129706,admixed
admixed_129708,admixed
admixed_129712,admixed
admixed_129713,admixed
admixed_129717,admixed
admixed_129718,admixed
admixed_129719,admixed
admixed_129726,admixed
admixed_129727,admixed
admixed_129732,admixed
admixed_129735,admixed
admixed_129739,admixed
admixed_129744,admixed
admixed_129763,admixed
admixed_129768,admixed
admixed_129790,admixed
admixed_129795,admixed
admixed_129803,admixed
admixed_129816,admixed
admixed_129818,admixed
admixed_129819,admixed
admixed_129832,admixed
admixed_129834,admixed
admixed_129846,admixed
admixed_129847,admixed
admixed_129851,admixed
admixed_129860,admixed
admixed_129862,admixed
admixed_129865,admixed
admixed_129885,admixed
admixed_129889,admixed
admixed_129892,admixed
admixed_129894,admixed
admixed_129895,admixed
admixed_129900,admixed
admixed_129902,admixed
admixed_129904,admixed
admixed_129905,admixed
admixed_129910,admixed
admixed_129923,admixed
admixed_129925,admixed
admixed_129927,admixed
admixed_129934,admixed
admixed_129947,admixed
admixed_129948,admixed
admixed_129951,admixed
admixed_129977,admixed
admixed_129978,admixed
admixed_129982,admixed
admixed_129983,admixed
admixed_130007,admixed
admixed_130025,admixed
admixed_130026,admixed
admixed_130029,admixed
admixed_130032,admixed
admixed_130037,admixed
admixed_130038,admixed
admixed_130039,admixed
admixed_130040,admixed
admixed_130045,admixed
admixed_130047,admixed
admixed_130051,admixed
admixed_130058,admixed
admixed_130059,admixed
admixed_130060,admixed
admixed_130063,admixed
admixed_130072,admixed
admixed_130083,admixed
admixed_130093,admixed
admixed_130096,admixed
admixed_130097,admixed
admixed_130114,admixed
admixed_130119,admixed
admixed_130129,admixed
admixed_130132,admixed
admixed_130133,admixed
admixed_130183,admixed
admixed_130186,admixed
admixed_130196,admixed
admixed_130197,admixed
admixed_130210,admixed
admixed_130211,admixed
admixed_130213,admixed
admixed_130215,admixed
admixed_130218,admixed
admixed_130222,admixed
admixed_130223,admixed
admixed_130242,admixed
admixed_130243,admixed
admixed_130244,admixed
admixed_130250,admixed
admixed_130266,admixed
admixed_130269,admixed
admixed_130278,admixed
admixed_130281,admixed
admixed_130290,admixed
admixed_130291,admixed
admixed_130298,admixed
admixed_130313,admixed
admixed_130318,admixed
admixed_130321,admixed
admixed_130326,admixed
admixed_130328,admixed
admixed_130341,admixed
admixed_130347,admixed
admixed_130349,admixed
admixed_130350,admixed
admixed_130359,admixed
admixed_130364,admixed
admixed_130366,admixed
admixed_130368,admixed
admixed_130374,admixed
admixed_130375,admixed
admixed_130379,admixed
admixed_130381,admixed
admixed_130382,admixed
admixed_130387,admixed
admixed_130414,admixed
admixed_130417,admixed
admixed_130427,admixed
admixed_130429,admixed
admixed_130441,admixed
admixed_130442,admixed
admixed_130451,admixed
admixed_130457,admixed
admixed_130468,admixed
admixed_130471,admixed
admixed_130475,admixed
admixed_130483,admixed
admixed_130486,admixed
admixed_130492,admixed
admixed_130498,admixed
admixed_130502,admixed
admixed_130506,admixed
admixed_130513,admixed
admixed_130514,admixed
admixed_130517,admixed
admixed_130519,admixed
admixed_130521,admixed
admixed_130525,admixed
admixed_130529,admixed
admixed_130532,admixed
admixed_130539,admixed
admixed_130540,admixed
admixed_130548,admixed
admixed_130553,admixed
admixed_130563,admixed
admixed_130574,admixed
admixed_130581,admixed
admixed_130594,admixed
admixed_130600,admixed
admixed_130615,admixed
admixed_130622,admixed
admixed_130636,admixed
admixed_130640,admixed
admixed_130643,admixed
admixed_130658,admixed
admixed_130659,admixed
admixed_130666,admixed
admixed_130689,admixed
admixed_130702,admixed
admixed_130706,admixed
admixed_130714,admixed
admixed_130737,admixed
admixed_130740,admixed
admixed_130742,admixed
admixed_130743,admixed
admixed_130745,admixed
admixed_130747,admixed
admixed_130763,admixed
admixed_130769,admixed
admixed_130774,admixed
admixed_130784,admixed
admixed_130808,admixed
admixed_130810,admixed
admixed_130815,admixed
admixed_130820,admixed
admixed_130822,admixed
admixed_130827,admixed
admixed_130836,admixed
admixed_130840,admixed
admixed_130847,admixed
admixed_130852,admixed
admixed_130856,admixed
admixed_130857,admixed
admixed_130866,admixed
admixed_130867,admixed
admixed_130871,admixed
admixed_130876,admixed
admixed_130877,admixed
admixed_130878,admixed
admixed_130879,admixed
admixed_130884,admixed
admixed_130885,admixed
admixed_130889,admixed
admixed_130890,admixed
admixed_130891,admixed
admixed_130894,admixed
admixed_130895,admixed
admixed_130897,admixed
admixed_130905,admixed
admixed_130907,admixed
admixed_130909,admixed
admixed_130916,admixed
admixed_130917,admixed
admixed_130918,admixed
admixed_130923,admixed
admixed_130927,admixed
admixed_130929,admixed
admixed_130933,admixed
admixed_130935,admixed
admixed_130936,admixed
admixed_130941,admixed
admixed_130949,admixed
admixed_130995,admixed
admixed_131006,admixed
admixed_131019,admixed
admixed_131038,admixed
admixed_131039,admixed
admixed_131051,admixed
admixed_131060,admixed
